customer_id,age,gender,city,purchase_frequency,avg_order_value,recency_days,total_orders,total_spent,preferred_category
CUST1366,37,Female,Chennai,8.1,549.21,2,73,23665.37,Fashion
CUST1367,30,Male,Chennai,4.7,119.24,12,63,2467.15,Electronics
CUST1368,22,Female,Delhi,5.9,116.82,37,14,2221.13,Electronics
CUST1369,28,Female,Mumbai,2.1,229.78,71,34,2074.14,Beauty
CUST1370,57,Female,Hyderabad,0.6,246.64,137,64,1250.7,Electronics
CUST1371,40,Male,Mumbai,7.2,453.15,10,40,23229.67,Beauty
CUST1372,46,Male,Hyderabad,0.9,255.92,152,64,372.96,Fashion
CUST1373,23,Female,Bangalore,2.3,177.31,17,18,3162.27,Electronics
CUST1374,30,Female,Chennai,4.8,93.16,27,51,2091.05,Beauty
CUST1375,23,Male,Mumbai,5.6,71.19,31,26,1521.84,Home
CUST1376,35,Female,Delhi,1.7,268.22,37,38,3184.0,Beauty
CUST1377,58,Female,Mumbai,1.1,161.95,92,27,525.83,Fashion
CUST1378,34,Male,Mumbai,1.5,219.48,42,34,2274.76,Sports
CUST1379,31,Male,Mumbai,6.5,483.24,9,40,24693.62,Beauty
CUST1380,21,Male,Hyderabad,1.5,278.89,42,51,3493.53,Sports
CUST1381,21,Female,Chennai,2.9,221.06,23,13,2522.97,Electronics
CUST1382,38,Female,Chennai,0.3,264.08,108,33,501.01,Electronics
CUST1383,35,Male,Delhi,9.1,407.45,29,14,23558.58,Home
CUST1384,32,Female,Chennai,6.2,77.21,11,54,2809.49,Fashion
CUST1385,44,Female,Chennai,1.0,88.33,103,21,1080.29,Sports
CUST1386,42,Female,Mumbai,10.4,529.4,30,61,23304.57,Electronics
CUST1387,19,Male,Hyderabad,3.7,87.71,18,63,2640.83,Sports
CUST1388,27,Female,Mumbai,8.8,450.31,5,51,22576.81,Sports
CUST1389,25,Female,Chennai,1.4,221.25,50,73,2565.93,Sports
CUST1390,42,Male,Mumbai,7.8,575.77,13,51,23733.33,Home
CUST1391,24,Male,Bangalore,4.7,101.76,36,44,2798.65,Home
CUST1392,38,Female,Delhi,0.0,128.83,68,14,100.0,Home
CUST1393,38,Female,Chennai,1.2,142.37,121,8,301.98,Electronics
CUST1394,31,Female,Mumbai,0.0,261.52,39,77,2049.18,Fashion
CUST1395,31,Female,Bangalore,4.9,69.99,34,53,2349.84,Electronics
CUST1396,50,Male,Chennai,1.3,169.45,103,24,100.0,Beauty
CUST1397,44,Male,Hyderabad,0.6,136.74,142,55,1109.36,Electronics
CUST1398,32,Male,Mumbai,4.9,93.5,35,27,2679.33,Electronics
CUST1399,40,Male,Bangalore,2.5,277.24,56,72,2491.98,Home
CUST1400,25,Male,Bangalore,2.5,234.94,44,55,2692.42,Beauty
CUST1401,37,Female,Mumbai,2.5,199.98,62,32,3130.73,Home
CUST1402,31,Female,Chennai,5.1,64.64,33,20,3130.91,Fashion
CUST1403,43,Male,Hyderabad,0.4,312.54,110,34,1954.07,Fashion
CUST1404,41,Male,Delhi,2.1,243.11,27,73,2858.03,Electronics
CUST1405,40,Female,Hyderabad,1.0,158.68,138,55,582.55,Home
CUST1406,36,Male,Delhi,0.7,195.2,147,42,785.73,Sports
CUST1407,29,Male,Delhi,5.6,91.6,17,31,1984.03,Sports
CUST1408,29,Female,Chennai,4.9,43.16,34,30,1611.26,Electronics
CUST1409,29,Male,Mumbai,5.7,72.61,22,16,2407.28,Electronics
CUST1410,39,Male,Hyderabad,2.2,238.94,29,29,2700.28,Electronics
CUST1411,33,Female,Mumbai,1.1,211.54,68,20,2247.99,Electronics
CUST1412,36,Female,Mumbai,8.5,561.36,16,17,23112.46,Sports
CUST1413,30,Male,Chennai,2.3,193.09,52,23,3105.58,Electronics
CUST1414,48,Female,Chennai,1.0,175.6,142,6,714.46,Sports
CUST1415,30,Male,Hyderabad,1.7,168.45,40,10,2100.8,Sports
CUST1416,28,Female,Delhi,4.2,95.66,30,61,2751.62,Sports
CUST1417,40,Female,Mumbai,3.7,242.04,44,13,2460.99,Beauty
CUST1418,40,Female,Bangalore,8.5,430.88,19,32,23448.57,Electronics
CUST1419,41,Female,Bangalore,7.2,533.57,8,55,22909.49,Beauty
CUST1420,18,Male,Chennai,6.1,79.05,14,24,2874.9,Beauty
CUST1421,37,Male,Hyderabad,9.1,571.55,15,42,23533.73,Fashion
CUST1422,48,Male,Hyderabad,0.5,196.36,165,62,100.0,Sports
CUST1423,58,Male,Chennai,0.3,110.72,99,30,1461.01,Fashion
CUST1424,27,Male,Hyderabad,6.6,464.53,35,41,23207.85,Fashion
CUST1425,29,Female,Bangalore,0.0,101.35,168,77,489.47,Home
CUST1426,36,Female,Chennai,9.8,502.54,21,45,23807.81,Home
CUST1427,44,Male,Delhi,1.9,213.14,45,26,1705.08,Beauty
CUST1428,42,Female,Delhi,8.3,438.35,16,15,23866.24,Electronics
CUST1429,25,Male,Bangalore,5.0,89.14,46,54,2463.89,Fashion
CUST1430,42,Female,Mumbai,0.6,106.85,169,68,441.54,Fashion
CUST1431,26,Female,Delhi,6.5,93.67,49,64,3419.33,Fashion
CUST1432,43,Female,Mumbai,8.8,465.88,11,63,22739.21,Electronics
CUST1433,31,Male,Mumbai,4.2,79.24,30,68,2126.23,Fashion
CUST1434,51,Female,Hyderabad,0.4,114.75,145,28,1017.66,Electronics
CUST1435,33,Female,Bangalore,6.3,448.93,20,13,23994.18,Beauty
CUST1436,23,Female,Hyderabad,4.1,73.14,37,32,1919.33,Electronics
CUST1437,31,Male,Hyderabad,5.9,113.34,17,24,3312.56,Home
CUST1438,37,Male,Mumbai,2.9,176.57,54,20,2541.39,Sports
CUST1439,26,Female,Mumbai,9.6,433.73,20,35,22286.32,Electronics
CUST1440,34,Female,Hyderabad,3.9,57.73,37,21,3374.28,Home
CUST1441,34,Female,Hyderabad,7.5,513.61,28,38,24286.66,Beauty
CUST1442,22,Female,Mumbai,4.7,113.6,28,13,2395.38,Home
CUST1443,19,Male,Bangalore,5.3,90.7,41,7,2247.47,Electronics
CUST1444,38,Male,Chennai,2.2,175.85,18,51,2291.8,Fashion
CUST1445,23,Male,Bangalore,3.6,62.94,42,36,2772.61,Fashion
CUST1446,47,Male,Delhi,0.7,248.32,107,60,337.39,Sports
CUST1447,32,Male,Mumbai,1.2,213.55,60,70,2667.8,Electronics
CUST1448,38,Female,Delhi,5.9,86.99,40,39,2819.08,Home
CUST1449,46,Male,Bangalore,1.2,177.62,180,28,278.25,Fashion
CUST1450,32,Female,Mumbai,5.7,42.19,29,23,2244.26,Beauty
CUST1451,27,Female,Hyderabad,1.2,198.16,38,52,2243.06,Home
CUST1452,44,Male,Bangalore,8.7,446.2,29,33,24239.35,Sports
CUST1453,26,Female,Bangalore,3.3,66.66,54,44,2494.43,Electronics
CUST1454,39,Male,Chennai,7.8,271.31,11,76,24273.88,Electronics
CUST1455,57,Male,Mumbai,1.0,227.78,99,11,231.53,Beauty
CUST1456,31,Female,Mumbai,1.2,233.18,58,71,2404.47,Fashion
CUST1457,34,Female,Bangalore,0.9,236.61,88,63,1697.48,Home
CUST1458,32,Female,Delhi,2.5,239.38,84,13,2866.97,Home
CUST1459,55,Male,Chennai,0.8,180.62,139,24,798.29,Sports
CUST1460,46,Male,Hyderabad,2.1,204.4,38,21,2321.0,Sports
CUST1461,27,Female,Mumbai,2.3,201.59,46,77,1853.93,Home
CUST1462,39,Female,Bangalore,7.2,548.98,21,27,24101.91,Home
CUST1463,40,Female,Bangalore,7.4,499.99,1,9,22995.25,Home
CUST1464,30,Female,Chennai,4.0,82.08,24,43,1730.77,Sports
CUST1465,33,Female,Hyderabad,2.8,268.29,53,72,2538.54,Home
CUST1466,38,Female,Bangalore,2.8,209.72,33,52,2409.08,Home
CUST1467,36,Female,Mumbai,7.7,518.93,16,33,23879.88,Sports
CUST1468,30,Male,Mumbai,3.3,105.11,24,16,2751.65,Electronics
CUST1469,54,Female,Delhi,0.6,158.88,88,20,2072.12,Electronics
CUST1470,41,Female,Bangalore,3.2,186.67,40,37,2486.47,Home
CUST1471,28,Male,Hyderabad,5.9,107.14,33,17,2432.71,Fashion
CUST1472,44,Female,Delhi,0.7,220.75,77,68,558.96,Sports
CUST1473,41,Female,Bangalore,3.0,230.12,47,27,3351.47,Beauty
CUST1474,28,Male,Mumbai,4.3,81.26,44,17,1817.84,Beauty
CUST1475,31,Male,Hyderabad,4.8,77.48,47,34,2760.21,Home
CUST1476,40,Male,Mumbai,0.9,245.36,166,17,982.3,Electronics
CUST1477,21,Female,Chennai,3.1,97.0,26,14,2537.3,Home
CUST1478,43,Female,Delhi,2.1,237.28,45,77,2591.2,Home
CUST1479,24,Male,Mumbai,4.9,42.1,13,41,3134.06,Sports
CUST1480,34,Male,Bangalore,3.7,181.69,28,62,1917.22,Fashion
CUST1481,49,Female,Hyderabad,2.3,184.38,37,10,3731.47,Sports
CUST1482,46,Female,Hyderabad,3.5,245.18,36,61,2269.92,Home
CUST1483,26,Female,Hyderabad,5.8,80.18,38,66,1989.59,Home
CUST1484,36,Male,Bangalore,8.1,475.39,1,37,23286.62,Beauty
CUST1485,24,Female,Mumbai,4.5,31.3,38,57,2095.48,Fashion
CUST1486,39,Male,Hyderabad,5.9,431.22,19,11,23216.78,Electronics
CUST1487,53,Male,Hyderabad,0.3,149.25,126,53,977.76,Home
CUST1488,26,Female,Delhi,6.3,65.24,38,19,2124.18,Fashion
CUST1489,51,Female,Hyderabad,0.7,243.14,23,75,2322.89,Electronics
CUST1490,45,Female,Chennai,0.0,207.26,88,11,1010.86,Sports
CUST1491,37,Male,Mumbai,0.8,165.17,48,72,3122.44,Fashion
CUST1492,50,Male,Hyderabad,0.0,262.92,157,13,486.94,Electronics
CUST1493,46,Male,Mumbai,8.3,472.63,2,9,23541.06,Home
CUST1494,29,Male,Hyderabad,1.8,245.54,60,43,2730.33,Fashion
CUST1495,47,Female,Hyderabad,6.6,512.09,16,25,23974.8,Fashion
CUST1496,49,Male,Chennai,7.6,442.49,14,53,24603.51,Electronics
CUST1497,23,Male,Chennai,4.4,88.08,51,44,2495.65,Beauty
CUST1498,22,Male,Hyderabad,5.7,87.25,43,17,2324.62,Sports
CUST1499,52,Male,Chennai,1.0,181.06,141,59,684.0,Fashion
CUST1500,35,Female,Mumbai,5.9,527.16,24,67,23439.91,Electronics
